Sr.no.,year,state,permits,handguns,long_guns,bg_check,avg_age,avg_ed,avg_in,per_fem,per_hisp,per_white,per_black,per_native,per_asian,urb,region,pol
723,2016,Minnesota,350315,133962,143543,651599,50,7.4,44966,49,2.3,92,2.5,1.1,2.3,10.46,Midwest,Purple
724,2016,Mississippi,22564,119050,92822,276161,51,6.9,34691,53,1.8,64.8,32.7,0.5,0.7,8.91,South,Red
725,2016,Missouri,90972,274754,202708,632319,50,7.2,38982,50,2.5,87.7,8.3,0.4,1.5,10.2,Midwest,Red
726,2016,Montana,20512,37547,56834,136337,52,7.4,38559,49,2,90.7,0.3,6.4,0.4,8.47,West,Red
727,2016,Nebraska,58386,1717,26494,88663,50,7.3,39912,50,4.8,92.5,2.6,0.9,1.3,10.2,Midwest,Red
728,2016,Nevada,30950,66158,38105,147992,50,7.1,43152,49,18.9,72,7.3,2,9.1,11.77,West,Purple
729,2016,New Hampshire,48347,68529,44681,165164,51,7.7,47462,50,1.9,95.6,0.8,0.2,1.7,9.92,Northeast,Purple
730,2016,New Jersey,0,70249,49099,121853,51,7.7,58006,51,13.5,75.4,10.5,0.2,8.4,12.24,Northeast,Blue
731,2016,New Mexico,14149,69434,55664,161216,51,7.2,36988,51,37,71.4,1.7,15.3,1.3,9.9,West,Blue
732,2016,New York,49646,133285,197670,404772,50,7.5,50320,51,11.8,73.2,12.2,0.3,7.5,12.56,Northeast,Blue
733,2016,North Carolina,345364,16595,176919,601445,51,7.3,41567,51,4.9,75,18.3,1.3,2.3,10.32,South,Red
734,2016,North Dakota,13240,19975,34013,72036,50,7.2,44786,48,1.5,92.5,0.9,3.7,0.8,9.05,Midwest,Red
735,2016,Ohio,167449,394570,243963,875724,51,7.2,40190,51,2.3,86.8,9.4,0.1,1.5,10.88,Midwest,Red
736,2016,Oklahoma,0,166181,130514,364590,50,7,36661,49,6.1,76.1,5.3,8.4,1.5,9.94,South,Red
737,2016,Oregon,2903,178716,143029,324708,50,7.5,42960,50,7.3,87.9,1.4,1.5,3.8,10.71,West,Blue
738,2016,Pennsylvania,333755,642232,158141,1143220,51,7.3,41742,51,3.4,89.3,6.1,0.2,2.2,11.15,Northeast,Purple
739,2016,Rhode Island,0,14262,10204,27758,50,7.5,45873,52,9.1,87,4.4,0.3,2.8,11.72,Northeast,Blue
740,2016,South Carolina,149428,132473,87413,402978,51,7.2,39531,52,3.3,74.1,22,0.4,1.4,10.11,South,Red
741,2016,South Dakota,16279,36520,49522,111921,50,7.2,38831,49,1.9,88.9,1.2,7.3,0.9,8.73,Midwest,Red
742,2016,Tennessee,106082,319169,210161,714774,51,7.1,39521,51,3,83.7,12.5,0.3,1.4,10.2,South,Red
743,2016,Texas,390462,637476,481609,1721726,49,7.1,45935,49,29.3,78.8,9.9,0.5,4.3,11.17,South,Red
744,2016,Utah,178393,47401,54133,294907,45,7.5,42478,48,8.1,90.9,0.7,1.2,2.7,10.96,West,Red
745,2016,Vermont,0,18320,18853,39417,51,7.6,40757,51,1,96.6,0.7,0.4,0.8,8.84,Northeast,Blue
746,2016,Virginia,9817,295963,209975,528369,49,7.7,52832,51,5.7,74.6,15.6,0.3,5.8,10.91,South,Blue
747,2016,Washington,268274,214106,151029,713996,50,7.6,49175,49,7.5,81.4,2.7,2,7.6,11.12,West,Blue
748,2016,West Virginia,26806,92124,81105,242350,52,6.9,35225,51,1.2,94.8,3,0.1,0.7,9.11,South,Red
749,2016,Wisconsin,199431,186300,159784,561819,51,7.2,40426,49,2.9,92.9,3,0.9,1.3,10.19,Midwest,Red
750,2016,Wyoming,7938,22569,25815,63594,50,7.3,40346,48,6.2,92.1,0.7,3.9,0.8,8.26,West,Red
751,2017,Alabama,253338,97751,86210,477345,52,7.1,38341,51,2.1,75,21.6,0.5,1.1,9.61,South,Red
752,2017,Alaska,2923,34556,32648,80839,45,6.9,40828,47,3.7,55,1.6,30.7,5.4,8.74,South,Red
753,2017,Arizona,81734,153522,99248,384930,51,7.3,43611,49,21.5,80.1,3.3,6.1,3.4,11.3,West,Red
754,2017,Arkansas,39473,72100,76765,237629,51,6.9,35452,51,4.1,82.2,12.1,0.6,1.4,9.26,South,Red
755,2017,California,689851,512465,318133,1570110,49,7.4,53714,49,29.9,63.7,5.1,1,15.8,12.19,West,Blue
756,2017,Colorado,68665,229708,166994,496995,48,7.9,51591,49,14,88.2,2.8,1,3,11.15,West,Blue
757,2017,Connecticut,77904,71853,25866,181779,51,7.8,60956,51,10,83.2,7.8,0.3,3.8,11.41,Northeast,Blue
758,2017,Delaware,5984,22308,18415,50639,52,7.6,51152,52,5.3,78.7,14.7,0.4,3.5,11.01,South,Blue
759,2017,Florida,236486,638938,278618,1276549,53,7.4,45120,51,19.3,81.9,11.5,0.3,2.7,11.46,South,Red
760,2017,Georgia,202407,172447,113882,541655,49,7.4,45055,51,6,68.2,24.9,0.4,3.3,10.55,South,Red
761,2017,Hawaii,12712,0,0,12742,51,7.6,48181,49,6.9,27.6,1.4,0.2,49.2,11.09,South,Blue
762,2017,Idaho,65533,44939,55018,182099,50,7.2,37752,48,7.2,92.9,0.4,1.8,1.2,9.59,West,Red
763,2017,Illinois,182719,282267,142550,1601087,50,7.5,48482,50,10.4,80.8,9.7,0.2,4.4,11.62,Midwest,Blue
764,2017,Indiana,389171,249127,156718,830357,50,7.1,38652,50,3.8,89.3,6.5,0.2,1.5,10.41,Midwest,Red
765,2017,Iowa,107424,2376,32328,160981,51,7.2,39480,50,3,94.9,1.7,0.4,1.3,9.59,Midwest,Red
766,2017,Kansas,28391,73959,66850,191451,50,7.4,40505,50,7,89.6,3.8,0.9,1.9,10.12,Midwest,Red
767,2017,Kentucky,4362693,127240,99223,4641480,50,7.1,38978,51,2.1,91.3,5.7,0.2,1.2,9.79,South,Red
768,2017,Louisiana,28709,138975,118492,329201,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
769,2017,Maine,8119,40485,39720,96590,52,7.4,38493,50,1.1,95.3,0.9,1,0.9,9.04,Northeast,Blue
770,2017,Maryland,34365,51873,66023,158659,50,7.9,58534,52,6.7,64.8,23.8,0.3,6.1,11.71,South,Blue
771,2017,Massachusetts,96467,66966,34448,206492,49,7.9,56976,52,7.7,84.6,5.5,0.1,5.4,11.84,Northeast,Red
772,2017,Michigan,232407,141062,125413,513243,51,7.3,41524,50,3,86.3,8.5,0.6,2.2,10.81,Midwest,Purple
773,2017,Minnesota,443975,94383,125512,683544,50,7.5,46211,49,2.5,91.4,2.7,1.2,2.4,10.46,Midwest,Purple
774,2017,Mississippi,21615,103312,84199,251852,51,7,35033,53,1.8,64.4,32.8,0.5,0.9,8.91,South,Red
775,2017,Missouri,10144,252709,196933,524973,50,7.2,40328,51,2.6,88.2,7.5,0.4,1.6,10.2,Midwest,Red
776,2017,Montana,17059,34444,51763,123938,51,7.4,39122,49,2.2,90.6,0.5,5.7,0.6,8.47,West,Red
777,2017,Nebraska,45865,1669,24473,74318,50,7.3,40736,50,5.1,92.2,2.7,1.1,1.5,10.2,Midwest,Red
778,2017,Nevada,26831,57524,32903,129622,50,7.2,45110,49,19.9,70.8,7.2,2.1,9.2,11.77,West,Purple
779,2017,New Hampshire,26602,62280,36962,129090,51,7.7,49033,50,2,95.2,0.9,0.2,2.2,9.92,Northeast,Purple
780,2017,New Jersey,0,58989,42432,103739,51,7.8,60399,51,13.8,75.3,10,0.2,8.8,12.24,Northeast,Blue
781,2017,New Mexico,13493,70791,53472,159779,52,7.2,38173,51,37.1,73.1,1.6,15,1.3,9.9,West,Blue
782,2017,New York,34301,124253,181692,382495,50,7.6,52175,51,12.1,73,11.9,0.4,7.8,12.56,Northeast,Blue
783,2017,North Carolina,299025,18131,158597,537813,51,7.4,42679,52,5.1,75.8,17.5,1.3,2.3,10.32,South,Red
784,2017,North Dakota,11712,19693,30691,66977,50,7.3,44263,49,2.1,92.4,1.2,4,0.6,9.05,Midwest,Red
785,2017,Ohio,141773,332879,213760,753072,50,7.2,41074,51,2.3,87.1,8.9,0.2,1.7,10.88,Midwest,Red
786,2017,Oklahoma,0,144736,121829,334351,49,7,36712,49,6.4,76,5.3,8.6,1.7,9.94,South,Red
787,2017,Oregon,38968,168938,131568,341167,51,7.6,44213,50,7.5,88.4,1.4,1.2,3.9,10.71,West,Blue
788,2017,Pennsylvania,316614,566320,168472,1062651,51,7.3,43439,51,3.5,89.2,6.2,0.1,2.4,11.15,Northeast,Purple
789,2017,Rhode Island,0,12959,8154,24677,50,7.5,47827,53,8.7,87.4,4.2,0.4,3,11.72,Northeast,Blue
790,2017,South Carolina,148381,123035,80375,396920,51,7.3,40640,52,3.5,74.4,21.6,0.4,1.3,10.11,South,Red
791,2017,South Dakota,13580,31493,44147,98573,49,7.1,38903,49,1.7,89.5,0.9,7.1,0.8,8.73,Midwest,Red
792,2017,Tennessee,259782,303513,187974,767953,51,7.2,41277,51,3.2,84.1,12.2,0.2,1.5,10.2,South,Red
793,2017,Texas,317766,577417,443142,1549434,49,7.2,47273,49,29.2,78.7,9.7,0.6,4.5,11.17,South,Red
794,2017,Utah,161939,45085,49570,270477,45,7.6,43141,48,8.4,90.6,0.8,1.2,2.7,10.96,West,Red
795,2017,Vermont,0,17599,17825,37610,51,7.7,42006,50,1.5,96.2,0.7,0.3,1,8.84,Northeast,Blue
796,2017,Virginia,11835,292199,198004,520827,49,7.8,54678,51,5.9,74.9,15.1,0.4,5.8,10.91,South,Blue
797,2017,Washington,159260,198632,138087,579678,50,7.6,51480,49,7.5,81.2,2.7,1.8,7.9,11.12,West,Blue
798,2017,West Virginia,25259,79813,76655,222768,52,6.9,34865,50,1,94.9,3.1,0.1,0.7,9.11,South,Red
799,2017,Wisconsin,182395,171610,155995,526523,51,7.3,41657,50,2.9,93,2.9,0.9,1.4,10.19,Midwest,Red
800,2017,Wyoming,4450,20155,22878,54711,49,7.3,42077,49,6.6,91,0.6,4.3,1,8.26,West,Red
801,2018,Alabama,271958,84187,81930,474294,52,7.1,39838,51,2.3,76,20.5,0.4,1,9.61,South,Red
802,2018,Alaska,2803,32193,32217,78761,46,7,42962,47,4.2,58.4,1.8,27.6,5.2,8.74,South,Red
803,2018,Arizona,83230,147612,92265,377838,51,7.4,44736,50,21.4,80.9,3.6,5.3,3.2,11.3,West,Red
804,2018,Arkansas,57824,66321,72975,248439,51,6.9,37203,51,4.3,84.1,10.8,0.6,1.2,9.26,South,Red
805,2018,California,497069,433106,312752,1297132,49,7.5,56464,50,29.9,63.9,4.9,1,16.1,12.19,West,Blue
806,2018,Colorado,112566,216617,160860,524770,49,8,53647,49,13.7,88.7,2.6,0.8,3,11.15,West,Blue
807,2018,Connecticut,80559,60630,24573,177690,51,7.8,63392,51,10.5,83.1,7.7,0.3,3.8,11.41,Northeast,Blue
808,2018,Delaware,4947,18953,18342,47723,53,7.5,48275,52,5.7,78.7,15.1,0.5,3,11.01,South,Blue
809,2018,Florida,225353,590140,241875,1203145,53,7.5,47191,51,20,82.3,10.9,0.3,2.5,11.46,South,Red
810,2018,Georgia,231354,157027,106200,549532,50,7.4,46967,51,5.9,68.5,24.3,0.3,3.7,10.55,South,Red
811,2018,Hawaii,14046,0,0,14088,51,7.6,49038,50,7.6,27,1.8,0.3,48.8,11.09,South,Blue
812,2018,Idaho,88100,45993,54746,207320,50,7.2,39551,48,7.2,92.8,0.5,1.7,1.2,9.59,West,Red
813,2018,Illinois,190991,259554,133987,2831447,50,7.5,50357,51,10.2,81.6,9.3,0.2,4.4,11.62,Midwest,Blue
814,2018,Indiana,474341,224264,147222,896148,50,7.1,40304,50,4.1,89.2,6.2,0.2,1.6,10.41,Midwest,Red
815,2018,Iowa,98568,1901,30444,189159,51,7.2,40395,50,2.9,95.2,1.5,0.3,1.3,9.59,Midwest,Red
816,2018,Kansas,20530,65870,61798,172047,50,7.3,41979,49,6.5,89.4,3.9,1,2,10.12,Midwest,Red
817,2018,Kentucky,4655016,112323,93157,4912441,50,7.1,40224,50,2.2,91.2,5.6,0.2,1.2,9.79,South,Red
818,2018,Louisiana,32047,121441,108625,307192,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
819,2018,Maine,7341,37050,39774,93360,53,7.3,38657,50,1.1,95.8,0.8,0.7,0.9,9.04,Northeast,Blue
820,2018,Maryland,31341,52671,61200,151470,50,7.9,60787,52,6.5,64.8,23.9,0.2,6,11.71,South,Blue
821,2018,Massachusetts,116282,53039,32848,211295,49,8,59116,52,7.5,83.9,5.4,0.2,5.9,11.84,Northeast,Red
822,2018,Michigan,234325,123070,116531,489957,51,7.3,42639,50,3.1,86.7,8.1,0.7,2.2,10.81,Midwest,Purple
823,2018,Minnesota,351809,62516,104299,604078,51,7.5,46988,49,2.4,92,2.5,1.1,2.4,10.46,Midwest,Purple
824,2018,Mississippi,27727,95091,79852,247278,52,7.1,36539,53,1.9,65.8,31.2,0.5,1.1,8.91,South,Red
825,2018,Missouri,15177,224305,185305,496184,51,7.2,41191,50,2.4,88.9,7.2,0.4,1.5,10.2,Midwest,Red
826,2018,Montana,14854,32778,48867,117607,52,7.4,40691,48,2,92,0.2,5,0.5,8.47,West,Red
827,2018,Nebraska,48582,1461,22404,74477,50,7.3,41646,50,5.4,92.2,2.4,0.9,1.6,10.2,Midwest,Red
828,2018,Nevada,28924,54925,30973,127434,50,7.2,46855,49,19.9,70.4,7.3,2.1,9.3,11.77,West,Purple
829,2018,New Hampshire,19580,59794,37642,120889,51,7.7,50274,50,2.4,95,1,0.2,1.9,9.92,Northeast,Purple
830,2018,New Jersey,0,51074,39488,93124,51,7.8,62658,51,13,75,10.1,0.3,8.9,12.24,Northeast,Blue
831,2018,New Mexico,11758,68549,52931,156853,52,7.2,39706,51,36,73.5,1.8,14.8,1.6,9.9,West,Blue
832,2018,New York,34512,108936,164530,358614,50,7.6,53595,51,12,73.2,11.6,0.4,8,12.56,Northeast,Blue
833,2018,North Carolina,303492,17932,145649,529916,51,7.4,44111,51,5.5,75.7,17,1.4,2.5,10.32,South,Red
834,2018,North Dakota,7793,18332,31083,62334,50,7.3,47031,47,1.8,91.7,1.1,4.2,1,9.05,Midwest,Red
835,2018,Ohio,179879,277027,196827,717475,50,7.3,42747,51,2.4,87.3,8.8,0.2,1.7,10.88,Midwest,Red
836,2018,Oklahoma,12325,135474,113538,332291,50,7,38407,50,6.6,75.9,5.4,8.7,1.5,9.94,South,Red
837,2018,Oregon,61444,166211,128724,359682,50,7.6,46605,50,7.6,88.2,1.4,1.3,3.8,10.71,West,Blue
838,2018,Pennsylvania,305451,534653,169869,1021943,51,7.3,44133,51,3.8,89.2,5.9,0.1,2.3,11.15,Northeast,Purple
839,2018,Rhode Island,0,12252,8477,25030,51,7.6,49059,52,8.2,87.5,4.4,0.3,3,11.72,Northeast,Blue
840,2018,South Carolina,57252,111804,73595,280749,51,7.3,41523,52,3.6,74.9,20.7,0.4,1.5,10.11,South,Red
841,2018,South Dakota,12494,27838,41718,90693,50,7.2,40033,50,2.4,89.7,0.9,7.2,0.8,8.73,Midwest,Red
842,2018,Tennessee,205089,290067,179432,694101,50,7.2,42350,51,3.3,84.5,11.7,0.2,1.4,10.2,South,Red
843,2018,Texas,420120,523406,403127,1571632,49,7.3,48781,50,29.3,79.1,9.4,0.6,4.5,11.17,South,Red
844,2018,Utah,190570,42347,47000,295858,45,7.6,45599,48,8.2,90.4,0.8,1.2,2.9,10.96,West,Red
845,2018,Vermont,2,18532,19745,41550,52,7.7,43373,50,1.6,96.5,0.6,0.3,1.1,8.84,Northeast,Blue
846,2018,Virginia,18450,253744,168859,476760,49,7.8,57221,51,6.1,75,14.8,0.3,6,10.91,South,Blue
847,2018,Washington,177654,202826,148345,627301,50,7.7,54015,49,7.8,80.9,2.7,1.8,8.1,11.12,West,Blue
848,2018,West Virginia,52481,75539,76310,241678,53,6.9,36470,50,1,95,3.1,0.1,0.6,9.11,South,Red
849,2018,Wisconsin,131991,155441,145652,452520,51,7.3,42945,49,3,93.1,2.8,0.8,1.4,10.19,Midwest,Red
850,2018,Wyoming,6007,21617,24978,60150,51,7.3,44685,49,6.5,91,0.5,4.9,0.7,8.26,West,Red
851,2019,Alabama,348147,160667,120258,690084,52,7.1,40835,52,2.2,75.9,20.7,0.4,1.1,9.61,South,Red
852,2019,Alaska,2579,31943,31090,76923,46,7.1,45150,47,3.9,59.4,2,27.5,4.5,8.74,South,Red
853,2019,Arizona,68547,158864,89182,372912,51,7.5,47975,50,20.4,81.9,3.4,5,3.1,11.3,West,Red
854,2019,Arkansas,35865,68549,68773,221344,52,7,38371,51,4.1,84.3,11.2,0.5,1.2,9.26,South,Red
855,2019,California,431844,432239,299161,1240632,50,7.5,60639,49,29.4,63.6,4.8,0.9,16.8,12.19,West,Blue
856,2019,Colorado,75319,210909,147663,469535,49,8,57683,49,13.3,88.8,2.6,0.8,3.1,11.15,West,Blue
857,2019,Connecticut,78974,58808,22410,172935,52,7.9,67002,51,10.4,83.3,7.2,0.2,4.1,11.41,Northeast,Blue
858,2019,Delaware,4501,20228,16949,46427,53,7.6,53255,51,5.6,78.5,14.7,0.4,3.2,11.01,South,Blue
859,2019,Florida,202456,608924,225560,1195539,54,7.5,49781,51,19.5,82.5,10.7,0.2,2.6,11.46,South,Red
860,2019,Georgia,222456,162135,102665,539113,50,7.4,49741,51,5.9,69.3,23.7,0.3,3.6,10.55,South,Red
861,2019,Hawaii,12624,0,0,12666,52,7.6,51842,50,7.1,27.7,1.6,0.3,49.7,11.09,South,Blue
862,2019,Idaho,85366,50565,54904,209275,50,7.3,41395,48,7.7,92.4,0.4,1.4,1.3,9.59,West,Red
863,2019,Illinois,166970,248616,119357,4949570,51,7.6,53689,50,10.2,81.8,9,0.2,4.5,11.62,Midwest,Blue
864,2019,Indiana,227637,228087,140126,1450565,50,7.1,42847,50,4,89.8,5.7,0.2,1.7,10.41,Midwest,Red
865,2019,Iowa,64525,2098,28752,182802,51,7.2,42556,50,3.2,95.2,1.7,0.3,1.2,9.59,Midwest,Red
866,2019,Kansas,18691,66735,58576,167010,51,7.4,43645,50,6.2,89.8,3.7,0.8,1.9,10.12,Midwest,Red
867,2019,Kentucky,1782427,126820,90486,4120892,51,7.1,42494,51,2.4,91.2,5.6,0.1,1.3,9.79,South,Red
868,2019,Louisiana,22367,119091,100417,282264,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
869,2019,Maine,6287,36250,39112,90626,53,7.4,40404,50,1.3,95.8,0.9,0.8,1,9.04,Northeast,Blue
870,2019,Maryland,40927,43180,58776,148813,51,7.9,63707,52,6.5,65.9,23,0.2,6.1,11.71,South,Blue
871,2019,Massachusetts,123086,50515,29507,212316,49,8,62737,51,7.4,83.6,5.3,0.2,6.3,11.84,Northeast,Red
872,2019,Michigan,218541,126582,115256,492171,51,7.4,44819,50,2.9,87.1,7.9,0.6,2.2,10.81,Midwest,Purple
873,2019,Minnesota,129788,105932,125236,682356,51,7.5,49516,49,2.4,92.2,2.1,1,2.4,10.46,Midwest,Purple
874,2019,Mississippi,20766,97345,77832,238388,52,7,37922,52,2,66.6,30.4,0.5,1,8.91,South,Red
875,2019,Missouri,33222,218453,177538,497858,51,7.3,43480,51,2.6,88.9,7.2,0.4,1.5,10.2,Midwest,Red
876,2019,Montana,14417,34421,46904,115823,53,7.4,42753,49,2.3,92.3,0.3,4.8,0.5,8.47,West,Red
877,2019,Nebraska,43394,1269,21167,68236,51,7.4,43806,50,5.3,92.2,2.6,1.2,1.4,10.2,Midwest,Red
878,2019,Nevada,26028,58284,30822,128312,51,7.3,48917,49,20,71.5,7.1,1.9,9.3,11.77,West,Purple
879,2019,New Hampshire,15050,58376,33578,112173,52,7.8,53001,51,2.2,95.5,1,0.2,1.7,9.92,Northeast,Purple
880,2019,New Jersey,0,48969,38355,91257,51,7.9,66709,51,13.4,74.9,9.8,0.2,9.5,12.24,Northeast,Blue
881,2019,New Mexico,10290,74072,48752,156829,52,7.3,42378,51,37.6,73.7,1.7,12.8,1.8,9.9,West,Blue
882,2019,New York,39598,103076,157218,355374,51,7.6,57754,51,11.7,73.4,11.2,0.3,8.2,12.56,Northeast,Blue
883,2019,North Carolina,299605,19788,143998,530365,51,7.5,46411,51,5.5,76.4,16.5,1.3,2.4,10.32,South,Red
884,2019,North Dakota,4406,19291,31358,60389,50,7.3,49340,48,2.4,92.3,1.1,4,0.9,9.05,Midwest,Red
885,2019,Ohio,140046,264798,174645,638495,51,7.3,44836,50,2.5,87.7,8.4,0.2,1.6,10.88,Midwest,Red
886,2019,Oklahoma,41455,145542,104379,360043,51,7,40921,50,6.4,76.4,5.1,8.9,1.7,9.94,South,Red
887,2019,Oregon,60616,166667,120905,357700,51,7.6,48308,50,7.6,88.2,1.3,1.3,3.9,10.71,West,Blue
888,2019,Pennsylvania,273455,529408,172869,987886,52,7.3,47127,50,3.5,89.6,5.7,0.1,2.3,11.15,Northeast,Purple
889,2019,Rhode Island,0,11698,7885,24338,51,7.6,52062,52,8.1,87.5,4.1,0.3,2.8,11.72,Northeast,Blue
890,2019,South Carolina,96772,121053,72037,328221,52,7.4,44724,52,3.4,75.7,19.9,0.4,1.5,10.11,South,Red
891,2019,South Dakota,7529,29458,40012,85426,51,7.2,41491,49,1.9,90.9,0.9,5.7,1,8.73,Midwest,Red
892,2019,Tennessee,144554,295844,174389,635313,51,7.2,44450,51,3.3,84.9,11.3,0.2,1.5,10.2,South,Red
893,2019,Texas,348122,554577,382090,1487212,50,7.3,51685,49,28.4,79.6,9.1,0.6,4.6,11.17,South,Red
894,2019,Utah,166385,41881,43155,823270,46,7.6,48372,48,8.6,90.9,0.7,1.2,2.7,10.96,West,Red
895,2019,Vermont,0,16299,16832,35843,52,7.7,45639,51,1.3,96.3,0.8,0.3,0.9,8.84,Northeast,Blue
896,2019,Virginia,10353,281144,173799,512766,50,7.8,59350,51,5.9,75,14.8,0.3,6.2,10.91,South,Blue
897,2019,Washington,172462,206107,128716,607170,50,7.7,57507,49,7.6,81.1,2.5,1.6,8.2,11.12,West,Blue
898,2019,West Virginia,31064,71036,69734,206196,54,6.9,38302,51,1,95,2.9,0.1,0.7,9.11,South,Red
899,2019,Wisconsin,102078,164711,143135,435685,52,7.3,45098,49,2.9,93.3,2.7,0.7,1.5,10.19,Midwest,Red
900,2019,Wyoming,5681,23090,24923,61291,50,7.4,46127,49,6.5,91.1,0.5,4.4,0.7,8.26,West,Red
